item_id,price,developer,release_date
649790,14.99,bumblebee,2017-11-10
606710,14.99,"Eurocom,THQ Nordic",2003-11-10
736280,49.99,einklang.VISUALS GmbH,2017-11-24
733200,4.99,"Eurocom,THQ Nordic",2017-11-10
747180,1.99,Crian Soft S.A.,2017-11-10
743570,4.99,baKno Games,2010-04-06
744290,4.99,baKno Games,2016-05-29
745120,4.99,baKno Games,2007-11-21
718240,1.99,Emily Peregrine,2017-11-10
725280,2.99,Vyacheslav Shilikhin,2017-11-10
731940,1.99,Mykhail Konokh,2017-11-10
747900,3.99,"高考恋爱委员会,橘子班",2017-11-10
728660,3.99,Bizzy,2017-11-10
739410,0.99,Happyrock Studios,2017-11-10
733760,2.99,"Cryo Interactive,Jordan Freeman Group",1996-08-31
723470,4.99,Grindstone Interactive,2017-11-10
741010,0.99,Blueshift Media,2017-11-10
746180,2.99,JoyBits Ltd.,2017-11-10
744420,0.99,"Nikita ""Ghost_RUS""",2017-11-10
735350,5.99,Tonguç Bodur,2017-11-10
710860,0.99,putilin_industries,2017-11-10
562390,19.99,virtualRailroads,2017-11-10
746870,Free,TerkStudios,2017-10-31
639540,6.99,Great War Team,2017-11-10
584096,3.99,Tarsier Studios,2017-11-09
624090,49.99,Sports Interactive,2017-11-09
624120,29.99,Sports Interactive,2017-11-09
719220,4.99,SideKick,2013-12-19
711732,0.99,Sports Interactive,2017-11-09
711731,0.99,Sports Interactive,2017-11-09
711733,0.99,Sports Interactive,2017-11-09
711734,0.99,Sports Interactive,2017-11-09
711735,3.99,Sports Interactive,2017-11-09
711736,0.99,Sports Interactive,2017-11-09
711737,0.99,Sports Interactive,2017-11-09
711738,0.99,Sports Interactive,2017-11-09
711740,0.99,Sports Interactive,2017-11-09
711746,0.99,Sports Interactive,2017-11-09
711745,0.99,Sports Interactive,2017-11-09
711741,0.99,Sports Interactive,2017-11-09
711739,3.99,Sports Interactive,2017-11-09
556860,11.99,Raptor Claw Games,2017-11-09
684630,11.99,SCS Software,2017-11-09
494670,24.99,Deck13 Hamburg,2017-11-09
748890,6.99,Choice of Games,2017-11-09
730580,2.99,"Cryo Interactive,Jordan Freeman Group",1994-03-28
707230,1.99,Svarog Studios,2017-11-09
655100,0.99,Dr_Crewcut,2017-11-09
738210,7.99,MECH'AT,2017-11-09
667220,9.99,Inkline Ltd.,2017-11-09
738850,2.99,Flying Mollusk,2017-11-09
652040,4.99,Cargo Cult Gaming LLC,2017-11-09
751702,9.99,Keinart Lobre,2017-11-08
665790,4.99,Squish Studios LLC,2017-11-08
744380,9.99,"FarSight Studios, Inc.",2017-11-08
715100,0.99,Snowdrop Lab,2017-11-08
732430,2.99,GrizzlyGames,2017-11-08
733520,7.99,Sacada,2017-11-08
709060,Free To Play,Heluo Studio,2017-11-09
690460,10.99,Codex7,2017-11-20
720850,9.99,Bunny on Caffeine LLC,2017-11-09
727550,19.99,Tusha Works,2017-11-09
645920,11.99,Windybeard,2017-11-09
747410,3.99,Windybeard,2017-11-09
729940,12.99,ERS G Studios,2017-11-08
566430,9.99,Lions Crayons Games,2017-11-08
748080,1.99,Playmous,2017-11-08
742410,Free,IPACS,2017-11-08
741380,0.99,Polovey Alexander,2017-11-08
626550,14.99,Hanakai Studio,2017-11-08
577970,19.99,Sector-K Games,2017-11-08
728670,1.99,Inner Monkey,2017-11-08
748500,0.99,Albatros Softworks,2017-11-08
705540,19.99,Berzerk Studio,2017-11-02
705520,19.99,Berzerk Studio,2017-11-02
746230,9.99,Berzerk Studio,2017-11-02
732290,14.99,DiceyCraft,2017-08-15
749620,2.99,Boogygames Studios,2017-11-08
677993,29.99,Military Visualizations,2017-11-08
677994,14.99,Toposim,2017-11-08
642790,9.99,High Iron Simulations,2017-11-08
718740,6.99,Spectre EU,2017-10-13
740120,0.99,Limed,2017-11-08
738830,4.99,Lost Astronaut,2017-10-31
657300,9.99,Giant Margarita,2017-10-26
711130,9.99,Playmous,2017-11-08
623620,15.99,"29Palms,JaraNet",2017-11-08
742030,4.99,baKno Games,2008-12-20
749610,0.99,Walter Machado,2017-11-08
695460,0.99,Fuyu Games AB,2017-11-07
720200,4.99,Eelooz AB,2017-11-07
493080,9.99,WinterSpring Games,2017-11-07
652140,4.99,EchoNineGames,2017-11-07
748790,2.99,Fred Wood,2017-11-07
749280,2.99,Boogygames Studios,2017-11-07
751030,0.99,Boogygames Studios,2017-11-07
715910,Free,"Sonic Team,Hardlight",2017-11-07
723500,2.99,Narayan Games,2017-11-07
456670,29.99,Defiant Development,2017-11-07
698370,Free To Play,Vladimir Maslov,2017-11-07
637772,9.99,Ubisoft - San Francisco,2017-11-07
637774,2.99,Ubisoft - San Francisco,2017-11-07
637776,2.99,Ubisoft - San Francisco,2017-11-07
637773,2.99,Ubisoft - San Francisco,2017-11-07
637775,2.99,Ubisoft - San Francisco,2017-11-07
741313,2.99,Arcane Raise,2017-11-06
741270,5.99,Arcane Raise,2017-11-07
740220,0.99,StalkerAlex,2017-11-14
663690,Free to Play,2-Volt Games,2017-11-07
737830,9.99,Notus Games Ltd,2017-11-07
488480,4.99,Wurd Industries,2017-11-07
731670,1.99,Nonostante Games,2017-11-07
723830,1.99,"Tero Lunkka,Valkeala Software",2017-11-07
714510,7.99,Visualnoveler,2017-11-07
739990,1.99,TSS Studio,2017-11-07
744340,Free To Play,AIGRIND,2017-11-07
742240,9.99,Edelweiss,2017-11-06
691560,499.99,RUHRSOURCE GmbH,2017-11-06
717090,Free,"Nova Dimension,Game-Ready Studio",2017-11-07
719920,99.99,"Nova Dimension,Game-Ready Studio",2017-11-07
718290,Free,"Nova Dimension,Game-Ready Studio",2017-11-07
718150,99.99,"Nova Dimension,Game-Ready Studio",2017-11-07
717130,99.99,"Game-Ready Studio,Nova Dimension",2017-11-06
748140,0.99,TheDreik,2014-06-27
741280,2.99,Arcane Raise,2017-11-06
741281,2.99,Arcane Raise,2017-11-06
741282,2.99,Arcane Raise,2017-11-06
710550,Free To Play,BBit,2017-11-05
722410,1.99,triplesghoul,2017-11-06
656060,3.99,Blup Games,2017-11-05
727070,6.99,Studio Goya,2017-11-06
738480,3.99,Denis Mikheikin,2017-11-06
702820,12.99,Sure Games,2017-11-06
739800,7.99,interFusion Games LLC,2017-11-06
697530,0.99,wHDinc.,2017-09-15
613730,1.99,Room710Games,2017-11-03
525480,49.99,CyberConnect2,2017-11-03
730950,0.99,Semen Rodin,2017-10-05
361100,6.99,Stun Games,2017-11-03
718730,4.99,Retro Reactor,2017-11-03
737690,9.99,Bernackels,2017-12-08
729970,4.99,Daniel Spencer,2017-11-03
666070,0.99,FlashBack media,2017-11-03
727500,0.99,Alexey Glinskiy,2017-11-03
745440,1.99,Boogygames Studios,2017-11-03
603020,9.99,Pugware,2017-11-03
730240,1.99,Nuts and Volts Electronics,2017-11-03
690560,4.99,Magic Item Tech,2017-11-02
669630,Free to Play,Project Polish Productions,2017-11-02
733710,19.99,OPENCAP STUDIO,2017-10-13
621922,39.99,Maik Goltz,2017-11-02
693310,11.99,SUPERMEGAQUEST INC.,2017-11-02
736840,0.99,Blender Games,2017-11-02
699720,Free,Team Full Sail,2017-11-03
417400,12.99,Tongsun,2017-11-03
714150,9.99,XOA Productions,2017-11-03
708260,0.99,Elknight,2017-11-02
709630,1.99,"Z Games,Nova Dimension",2017-09-25
713030,9.99,26k,2017-11-02
411930,59.99,Heatblur Simulations,2017-11-02
703840,9.99,DoubleMoose Games,2017-11-02
696480,9.99,Cosmo D,2017-10-02
735450,1.99,Bullid Games,2017-11-02
731460,2.99,Tim Conkling,2017-11-02
742060,0.99,Corrosive Studios LLC,2017-11-02
731010,2.99,Drift Physics Crew,2017-11-02
731030,2.99,Drift Physics Crew,2017-11-02
731210,2.99,Drift Physics Crew,2017-11-02
731090,2.99,Drift Physics Crew,2017-11-02
731110,2.99,Drift Physics Crew,2017-11-02
722850,54.99,Ntroy LTD,2017-11-02
733700,2.99,Drift Physics Crew,2017-11-02
722851,29.99,Ntroy LTD,2017-11-02
679100,9.99,Ludi Dorici,2017-11-02
726340,0.99,Kabuk Games,2017-11-02
731820,1.99,Bit Bionic LLC,2017-11-02
738820,4.99,baKno Games,2010-03-28
380920,9.99,Donley Time Foundation,2017-11-02
737980,9.99,Jenito,2017-10-17
724640,4.99,Final Game Studio,2017-11-01
735260,0.99,Paleno Games,2017-11-01
612960,34.99,"Kevin Nitschmann,Christian Rolle",2017-11-02
687760,4.99,Sylphe Labs,2017-11-01
584790,Free,IndigoBlue Game Studio,2016-10-31
738320,2.99,Codename Entertainment Inc.,2017-11-01
729240,4.99,"Dumativa Creative Studio,Castro Brothers",2017-10-31
746980,Free,SubJuegos,2017-11-01
729270,2.99,StudioGIW,2017-08-24
727560,0.99,"LeshaWhite Studio,LeshaWhite Studio",2017-11-01
734820,1.99,LillyWelland inc.,2017-11-01
735240,2.99,Recreat4,2017-10-10
719110,1.99,Polybit,2017-11-01
736770,7.99,Playsport Games,2017-11-01
737330,0.99,LillyWelland inc.,2017-11-01
694050,9.99,Ntroy LTD,2017-11-01
594810,7.99,Tallbeard Studios LLC,2017-11-01
739640,2.99,Tallbeard Studios LLC,2017-11-01
740510,4.99,"SmiteWorks USA, LLC",2017-11-01
729670,7.99,Eternity Studios,2017-11-01
692170,9.99,Michal Kuchárik,2017-11-01
738000,1.99,Perverse Games,2017-11-01
731590,3.33,Forward Instinct,2017-10-31
745230,6.99,"SmiteWorks USA, LLC",2017-10-31
728600,5.99,Digital Confectioners,2017-10-31
728990,1.99,azimut team,2017-10-31
712770,Free to Play,The Hyper Carries!,2017-10-31
659530,19.99,Dark Rift Entertainment,2017-10-31
712000,4.99,Emprom Game,2017-10-31
726500,7.99,Givit Game Studios (Pty) Ltd,2017-10-23
635940,34.99,VisualArts/Key,2017-11-01
731410,1.99,Sub Orbital Software,2017-11-01
727530,2.99,"Whited43,Fantsize",2017-11-01
592990,19.99,"ACE Ed-Venture Studio,Artoncode™",2017-12-31
696160,Free,Artyom Laletin,2017-10-31
699570,14.99,Ninetales Studios,2019-12-10
690950,1.99,"ScTiger,Delta",2017-10-31
727640,0.99,Xitilon,2017-10-31
603870,11.99,Crystal Shard,2017-10-31
745760,Free,Ithaqua Labs,2017-10-31
716480,9.99,Chris Patton,2017-10-31
734700,2.99,Rabbit Hole Studios,2017-10-31
710430,Free,Red Dot Games,2017-10-31
735410,1.99,Laush Dmitriy Sergeevich,2017-10-31
735520,0.99,Space Fractal,2017-10-31
697270,4.99,Felix Schröder,2017-10-31
627910,29.99,Black Forest Games,2017-10-31
731600,9.99,"Nodacoy Games,Jadan Bliss",2017-10-31
735480,Free To Play,Black Forest Games,2017-10-31
427700,29.99,Nihon Falcom,2017-10-31
725340,Free,Nestor Yavorskyy,2017-10-31
735280,29.99,Sixteen Tons Entertainment,2017-10-31
724740,0.99,Nestor Yavorskyy,2017-10-31
679580,129.99,CyberLink,2017-10-24
637766,11.99,Ubisoft - San Francisco,2017-10-31
637767,2.99,Ubisoft - San Francisco,2017-10-31
679590,129.99,CyberLink,2017-10-24
637768,2.99,Ubisoft - San Francisco,2017-10-31
637769,2.99,Ubisoft - San Francisco,2017-10-31
355180,Free,Hoobalugalar_X,2017-10-31
736050,4.99,baKno Games,2014-08-30
647760,0.99,"KUMA, LLC",2017-10-31
664850,7.99,"General Arcade,Abstraction Games",2017-10-31
728180,4.99,"KUMA, LLC",2017-10-31
617410,4.99,"KUMA, LLC",2017-10-31
718370,0.99,CUTE ANIME GIRLS,2017-10-31
719830,6.99,Vitaly Titov,2017-10-31
742730,Free,Albatros Softworks,2017-10-31
675010,29.99,Saber Interactive,2017-10-30
713700,2.99,Albatros Softworks,2017-10-31
661280,19.99,Hidden Achievement LLC,2017-10-30
661310,4.99,Hidden Achievement LLC,2017-10-30
742310,0.99,Corrosive Studios LLC,2017-10-30
661311,4.99,Hidden Achievement LLC,2017-10-30
661312,4.99,Hidden Achievement LLC,2017-10-30
661313,3.99,Hidden Achievement LLC,2017-10-30
738980,1.99,Vulgat,2017-10-30
626170,2.99,Embryo,2017-10-31
655270,2.99,Minor Key Games,2017-10-30
658440,16.99,Brandon Gallo,2017-10-31
726430,8.99,"Nikkatsu Corporation,mebius",2017-10-31
650240,0.99,FURYU Corporation,2017-10-30
650242,1.99,FURYU Corporation,2017-10-30
650243,0.99,FURYU Corporation,2017-10-30
650241,0.99,FURYU Corporation,2017-10-30
705210,4.99,Simon Blasen,2017-10-30
635030,16.99,Cats Who Play,2017-10-30
564792,1.99,Ubisoft San Francisco,2017-10-30
718220,0.99,BJGameInd,2017-10-30
726030,2.99,LinQ,2017-10-30
727340,7.99,Fluffex Studios,2017-10-30
742320,Free To Play,Fasold Games,2017-10-30
740060,1.99,Nicola Mari,2017-10-30
735680,0.99,Luke Cripps,2017-11-01
733190,0.99,Verymax,2017-10-30
727910,2.99,Interactive Gaming Studios,2017-10-30
688400,9.99,Sticky Studios,2017-10-30
731180,Free To Play,Andrew Rodenhiser,2017-10-30
709520,7.99,FlatCircle,2017-10-30
732980,7.99,FomoonSoft,2017-10-27
732150,3.99,Nedodnb,2017-10-30
713940,1.99,Blaster Games Studio,2017-10-30
626600,24.99,FURYU Corporation,2017-10-30
738880,Free,Initiative Games,2017-11-24
650230,5.99,FURYU Coporation,2017-10-30
734010,2.99,Recreat4,2017-10-29
603060,5.99,Dosane Games,2017-10-27
706010,19.99,Dynasty Interactive Ltd,2017-10-27
740960,2.99,致意,2017-10-27
744640,Free,Reflect Studios,2017-10-26
705250,4.99,Cuveet Story,2017-10-31
726040,1.99,WhiteNutGames,2017-10-28
742430,1.99,"Rostrum Studio,柳知萧",2017-10-27
729170,1.99,TSS Studio,2017-10-28
710540,0.99,Alexey Volonsky,2017-10-28
613800,Free To Play,"KUMA, LLC",2017-10-28
692090,9.99,Indie970,2017-10-18
730120,1.99,Steedie,2017-10-28
738680,5.99,Classroom Graffiti Productions,2017-10-27
586270,0.99,Starodymov,2017-10-27
586280,2.99,Starodymov,2017-10-27
731770,Free,Bristol Street Studios,2017-10-27
730030,0.99,OnFire Games,2017-10-27
591985,19.99,Fishing Planet LLC,2017-10-27
662330,0.99,EHTechnology,2017-10-27
726020,4.99,Quantized Bit,2017-10-27
728930,1.99,Runner Duck,2017-10-27
721720,Free,Battle of Crete Development Team,2010-04-24
717670,1.99,"Agency Principle,Purple Pwny Studios",2017-10-27
740050,39.99,Crytek,2017-10-30
744930,Free,AMPLITUDE Studios,2017-10-27
735330,7.99,"Bedtime Digital Games,Stöj Snak",2017-10-27
582160,59.99,Ubisoft Montreal,2017-10-26
741320,Free To Play,拉貢拉斯找金粒,2017-10-26
727860,3.99,Little Smart Planet,2017-10-27
732090,0.99,ARGames,2017-10-26
736610,14.99,magnussoft,2017-10-27
744310,1.99,Boogygames Studios,2017-10-27
692050,4.99,Eko Software,2017-10-27
627450,39.99,Eko Software,2017-10-27
607890,49.99,AQURIA,2017-10-27
729580,Free To Play,Malzbie Games,2017-10-27
693950,2.99,AMG GAMES,2017-10-27
675990,14.99,Mutant Entertainment Studios,2017-10-27
719010,Free,"Strata Mixed Reality, Inc.",2017-10-26
734740,2.99,Orange_Juice,2017-10-26
739700,1.99,"conradproteus,cavalie_ro",2017-10-26
743520,2.99,Boogygames Studios,2017-10-26
612880,59.99,Machine Games,2017-10-26
497800,9.99,Vulgat,2017-10-26
740700,0.99,Boogygames Studios,2017-10-26
726190,29.99,Trendy Entertainment,2017-10-26
702540,3.99,Red Hook Studios,2017-10-26
716070,0.99,Smokey Moose Games,2017-10-26
735000,1.99,"IllFonic, LLC.",2017-10-26
723890,6.99,Maggese,2017-10-26
737990,2.99,IllFonic,2017-10-26
723460,0.99,Kaia Studios,2017-10-26
742150,6.99,Choice of Games,2017-10-26
713630,19.99,"SmiteWorks USA, LLC",2017-10-25
705830,Free,深圳市云宙多媒体,2017-09-13
707920,9.99,Mugle Studio,2017-10-25
502780,9.99,NewHopeGames,2017-10-25
652190,7.99,Shawn Hitchcock,2017-12-13
645690,3.99,Fantasia Studio,2017-10-25
735370,29.99,IObit,2017-10-25
592472,4.99,Musopia,2017-10-25
592473,4.99,Musopia,2017-10-25
592471,4.99,Musopia,2017-10-25
565353,4.99,Musopia,2017-10-25
592470,4.99,Musopia,2017-10-25
592474,4.99,Musopia,2017-10-25
732840,0.99,"Metal Fox,Nullysun Studio",2017-10-26
712730,4.99,Kaigan Games OÜ,2017-10-26
734810,0.99,"AllSol,Unknown Hero",2017-10-25
580660,Free,Zen Studios,2017-10-26
721420,0.99,Artur Rezende,2017-10-25
733490,19.99,"SmiteWorks USA, LLC",2017-10-25
741180,8.99,"SmiteWorks USA, LLC",2017-10-25
742780,7.99,"SmiteWorks USA, LLC",2017-10-25
695870,7.99,"SmiteWorks USA, LLC",2017-10-25
742810,7.99,"SmiteWorks USA, LLC",2017-10-25
630310,19.99,WayForward,2017-10-24
740020,0.99,Dischan Media,2017-10-24
726120,0.99,For Kids,2017-10-24
625980,29.99,"Nippon Ichi Software, Inc.",2017-10-24
711860,0.99,"Nippon Ichi Software, Inc.",2017-10-24
731020,24.99,"SmiteWorks USA, LLC",2017-10-24
673430,Free to Play,Rainbow Games,2017-10-24
705950,2.99,4 I Lab,2017-10-20
729930,12.99,Deep Shadows Games,2017-10-24
729360,24.99,"SmiteWorks USA, LLC",2017-10-24
701290,5.99,IP Izmailov Vladimir Yurievich,2017-10-25
731870,1.99,Light Soft,2017-10-24
717330,2.99,Dnovel,2017-10-25
711110,0.99,SlyGames,2017-10-25
727730,4.99,Kowai Sugoi Studios,2017-10-25
724600,0.99,Games By Nemiz,2017-10-25
703920,0.99,Snkl Studio,2017-10-25
741020,0.99,ByNia,2017-10-25
731580,0.99,PinkySwear,2017-10-25
617590,6.99,Corrosive Studios LLC,2017-10-25
724130,0.99,DreamRoad Productions,2017-10-25
734230,0.99,PinkySwear,2017-10-25
701710,1.99,Corrosive Studios LLC,2017-10-25
646900,1.99,Corrosive Studios LLC,2017-10-25
619120,2.99,Corrosive Studios LLC,2017-10-25
741660,0.99,Spicy Gyro Games,2017-10-25
703620,4.99,Spicy Gyro Games,2017-10-25
728420,3.99,ExperaGameStudio,2017-10-25
331870,2.99,Forgotten Key,2017-10-25
673400,49.99,Vicabo GmbH,2017-10-25
725490,3.99,DolpGames,2017-10-25
721380,9.99,Sacada,2017-10-24
734120,2.99,Aetheric Games,2017-10-24
588080,19.99,Recotechnology S.L.,2017-10-24
732100,Free,O.P. Games,2017-11-01
598820,Free To Play,GAMESinFLAMES,2017-10-25
646150,4.99,Winter Wolves,2017-10-25
691450,4.99,sen,2017-10-25
658990,6.99,Damp Gnat,2017-10-25
728460,9.99,Monster Games,2017-10-24
728461,4.99,Monster Games,2017-10-24
728462,Free,Monster Games,2017-10-24
625820,9.99,Monkeynetics,2017-10-24
728463,Free,Monster Games,2017-10-24
718710,19.99,WarfareSims,2017-10-24
732410,49.99,WEBZEN Inc.,2017-10-23
415170,6.99,Mahdi Bahrami,2017-10-23
739620,2.99,DL Softworks,2017-10-23
727220,1.99,SimProse Studios,2017-10-23
591984,14.99,Fishing Planet LLC,2017-10-23
727320,4.99,RewindApp,2017-10-20
661830,Free To Play,"Live in the Game, LLC Self",2017-05-15
738870,0.99,Slikey Games,2017-10-20
726520,2.99,Afterthought Studios,2017-10-06
658160,4.99,Slikey Games,2017-10-20
727590,1.99,Sergej110,2017-10-21
672680,Free to Play,Bytro Labs GmbH,2017-10-21
703270,2.99,Zloy Krot Studio,2017-10-18
725400,0.99,"38,9_Degrees",2017-10-21
717020,15.99,Mythic Chest,2017-10-23
588120,24.99,"db.works,Vetron",2017-10-23
568460,6.99,RigidCore Games,2017-10-23
545830,9.99,Far Mills,2017-10-23
732280,1.99,SmartHart Games,2017-10-23
740950,0.99,Kezarus,2017-10-22
703540,0.99,Valut,2017-10-23
741090,1.99,Boogygames Studios,2017-10-23
738940,1.99,Echo607,2017-10-23
717720,9.99,Xatrix Entertainment,1995-01-01
676340,4.99,Colin Stoddart,2017-03-30
721950,4.99,marutigames,2017-09-26
730850,4.99,Colorspace Studio,2017-10-23
739460,1.99,Boogygames Studios,2017-10-23
724570,0.99,XoDupo,2017-10-01
695600,9.99,Poking Water Games,2017-10-23
727200,0.99,Rocket Monster Games,2017-10-22
722050,0.99,Josh Tam Universe,2017-10-21
699830,4.99,Flying Rain,2017-10-20
722910,0.99,APGal,2017-10-21
664510,7.99,Game Soup LLC,2017-10-20
722670,9.99,Wang Wenxi,2017-10-20
576614,2.99,BurstRay Games,2017-10-20
713370,1.99,Yorozu,2017-10-20
720600,0.99,ThinkVirtual,2017-10-20
736750,Free,CreativeForge Games,2017-10-20
714170,9.99,Triangle Studios,2017-10-20
573680,39.99,Triangle Studios,2017-10-20
693670,9.99,Brutal Muse Studio,2017-10-20
725410,10.99,Echo607,2017-10-20
717490,5.99,Red Dot Games,2017-10-20
652000,4.99,Quantum Productions,2017-10-20
693030,0.99,"Yan Sokalau,Dropout Games",2017-10-20
636690,19.99,Combo Breaker,2017-10-20
722090,0.99,Bacq Stellan,2017-10-20
731850,4.99,"SmiteWorks USA, LLC",2017-10-20
619800,1.99,Bitmap Bureau,2017-10-20
722080,0.99,Bacq Stellan,2017-10-20
708800,3.99,Uncle Frost Team,2017-10-20
721711,3.99,no.real,2017-10-20
721710,3.99,no.real,2017-10-20
736100,1.99,Creability,2017-10-20
574962,4.99,Strategiae,2017-10-20
718040,1.99,LoadUpGames.com,2017-02-20
556780,4.99,Francesco Pellaco,2016-12-19
680760,1.99,JoyBits Ltd.,2017-10-20
731080,2.99,Magic Pixel Kft.,2017-10-20
710880,7.99,Clear Light Games,2017-10-20
729960,12.99,Daily Magic Productions,2017-10-20
713070,9.99,Light Shock Software s.n.c,1996-01-01
600230,3.99,Energize Labs Inc.,2017-10-20
720640,1.99,Tordrix Games,2017-10-20
606080,9.99,Kite Games,2017-10-20
613470,24.99,Studio Fizbin,2017-10-20
675870,6.99,Bence Sipka,2017-10-20
729570,1.99,REMIMORY,2017-10-20
737350,9.99,"SmiteWorks USA, LLC",2017-10-20
728302,9.99,373vFS Greg,2017-10-20
738140,2.99,"SmiteWorks USA, LLC",2017-10-20
729230,2.99,Huge Calf Studios,2017-10-04
738110,4.99,"SmiteWorks USA, LLC",2017-10-20
700570,Free To Play,B2Expand,2017-10-20
738240,2.99,"SmiteWorks USA, LLC",2017-10-20
700270,3.99,"Dataweb, Inc.",2017-10-20
591986,34.99,Fishing Planet LLC,2017-10-19
731750,0.99,SC Jogos,2017-10-19
726230,6.99,Choice of Games,2017-10-19
645401,8.99,Firaxis,2017-10-19
610840,5.99,Stas Shostak,2017-10-19
596520,0.99,"Mute Canary,Mauvesic",2017-10-19
722990,3.99,GoldenGod Games,2017-10-19
727110,3.99,Firestorm Entertainment,2017-10-14
647530,9.99,Nival,2017-10-19
701580,4.99,Azarashi no Yakata,2017-10-20
630010,19.99,Darius Bode,2017-10-19
562370,9.99,Trains &amp; Drivers,2017-10-19
718680,0.99,VITALII HOLIEV,2017-10-20
663250,19.99,United Independent Entertainment GmbH,2017-10-19
500212,19.99,Dovetail Games,2017-10-19
378410,9.99,Naturally Intelligent,2017-10-19
726580,1.99,Crabby Team,2017-10-19
732460,Free,Overhype Studios,2017-10-19
643671,15.99,Chris Bell – Creative Design Studios,2017-10-19
609822,19.99,Alabeo,2017-10-19
614580,12.99,Colossal Order Ltd.,2017-10-19
715190,4.99,"Samantha ""Avanya"" Woods",2017-10-19
720480,0.99,Bacq Stellan,2017-10-19
722310,0.99,Bacq Stellan,2017-10-19
723650,4.99,"Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",2017-10-19
722870,2.99,Point Bleep Studios,2017-10-19
715990,2.99,Bloodline Games,2017-10-19
725170,4.99,The Revills Games,2017-10-18
727280,Free,Top Shelf Studios,2017-10-14
714760,4.99,"Jackbox Games, Inc.",2017-10-18
610180,24.99,"Jackbox Games, Inc.",2017-10-18
715310,Free To Play,Acute Games,2017-10-18
733810,9.99,Puzzles By Joe,2017-10-18
722680,2.99,RCMADIAX,2017-10-18
732500,Free,Fury Software,2017-10-18
702310,6.99,Notus Games Ltd,2017-10-18
650440,19.99,Crasleen Games,2017-10-18
716890,0.99,Ruaz.404,2017-10-18
726320,1.99,Laush Dmitriy Sergeevich,2017-10-18
674440,3.99,2xMilk,2017-10-18
728700,19.99,FeelThere,2017-10-18
622370,9.99,Mandragora,2017-10-18
683270,4.99,Mandragora,2017-10-18
578720,14.99,Laundry Bear Games,2017-10-18
736320,4.99,Laundry Bear Games,2017-10-18
712420,5.99,XGen Studios,2017-07-25
708710,4.99,XGen Studios,2008-05-12
695380,7.99,XGen Studios,2017-08-08
659630,Free to Play,Super Suite Studios,2017-10-18
699150,2.99,shysaursoft,2017-10-18
676430,0.99,"Maciej Targoni,Michal Pawlowski",2017-10-18
626010,Free to Play,Ultrabit,2017-10-18
721147,3.99,Capcom,2017-10-17
721149,3.99,Capcom,2017-10-17
721148,3.99,Capcom,2017-10-17
695580,4.99,100 Stones Interactive,2017-10-17
628170,12.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
628050,29.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
628120,19.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
661920,19.99,Second Order,2017-10-18
600000,11.99,Classroom Graffiti Productions,2017-10-18
664430,59.99,"Visual Concepts,Yuke's Co., LTD",2017-10-17
291550,Free to Play,Blue Mammoth Games,2017-10-17
706060,29.99,"Visual Concepts,Yuke's Co., LTD",2017-10-17
706080,9.99,"Visual Concepts,Yuke's Co., LTD",2017-10-17
706070,4.99,"Visual Concepts,Yuke's Co., LTD",2017-10-17
709172,7.99,Ubisoft Montreal,2017-10-17
699480,0.99,Meepower,2017-10-17
717540,12.99,The Dangerous Kitchen,2017-10-17
643970,4.99,Butterflyware,2017-10-17
457590,Free To Play,Funtime,2016-04-01
685450,Free,Anton Shatalov,2017-10-12
727820,22.99,"SmiteWorks USA, LLC",2017-10-17
721101,7.99,Capcom,2017-10-17
721105,7.99,Capcom,2017-10-17
721104,7.99,Capcom,2017-10-17
721106,3.99,Capcom,2017-10-17
721108,3.99,Capcom,2017-10-17
556260,4.99,Christian Piano,2017-10-17
637757,7.99,Ubisoft - San Francisco,2017-10-17
637758,2.99,Ubisoft - San Francisco,2017-10-17
637759,2.99,Ubisoft - San Francisco,2017-10-17
564793,4.99,Ubisoft San Francisco,2017-10-16
564794,29.99,Ubisoft San Francisco,2017-10-16
488790,59.99,Ubisoft San Francisco,2017-10-16
730770,4.99,Dan Fornace,2017-10-17
637760,2.99,Ubisoft - San Francisco,2017-10-17
719380,0.99,10kbit Games,2017-10-17
575890,4.99,Creobit,2017-10-17
688248,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
708930,0.99,Alexander Shvab,2017-09-01
688249,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
688250,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
688251,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
688252,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
688253,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
688255,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
688256,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
688257,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
688254,5.99,"KOEI TECMO GAMES CO., LTD.",2017-10-17
675351,14.99,"Jo Erlend Sund,Simen Nygaard",2017-10-17
718320,2.99,BUG-Studio,2017-10-17
722881,Free,Pixel with Hat,2017-10-16
724060,27.99,"Team NINJA,KOEI TECMO GAMES CO., LTD.",2017-10-17
